name,fileorder,number,parkprop,borough,parkname,parknumber,commboard,council,Location,extant,dedicated,cast,descrip,dimen,sponsor,materials,foundry,fabricator,sculptor,architect,donor,maintain,contractor,created,Name2,Name3,MaintainedByParks,Installation,Rededication,Cost,Categories,inscribed
Helen Hanning,,668,Y,Manhattan,Central Park,M010,7,8,Heckscher Playground near Bridle Path,M,1942,,Plaque on plinth,"Plaque H: 5"" W: 7""; Plinth H: 9 1/2"" W: 12"" D: 12""",,"Bronze, granite",,,,,Community Councils of the City of New York,,,07/01/1993,,,,,,," Women, Civic Leader","IN MEMORY OF / HELEN HANNING / WHO DEVOTED HER LIFE / TO THE WELFARE OF / HER FELLOW CITIZENS / ERECTED BY THE COMMUNITY COUNCILS / OF THE CITY OF NEW YORK INC. / 1942   SIZE:PLAQUE: 5""X7""; PLINTH: 9 1/2"" X 12"" X12"" "
Hennessy Park World War I Flagstaff,,705,Y,Brooklyn,Heisser Square Park,080B,13,37,Ocean Parkway and Seabreeze Avenue,Y,1925,,Flagstaff base with plaque,"Base H: 44"" W: 40"" D: 40""; Plaque H: 29 7/8"" W: 19 13/16""",,"Cast stone, bronze",,,,,Veterans of Foreign Wars Post No. 1938,,,07/01/1993,,,Y         ,,,," World War I, War Memorial","DEDICATED / TO THE MEMORY OF / PRIVATE / WM. J. HENNESSY / CO. A 4TH INFANTRY 3D DIV. 1917 / KILLED IN ACTION / OCTOBER 9, 1918 / WORLD WAR / 1917   1918/ ERECTED BY WM. J. HENNESSY POST 1918 / VETERANS OF FOREIGN WARS /"
Henrietta Szold,,1533,Y,Manhattan,Central Park,M010,7,8,"CENTRAL PARK - (D.M. STORAGE); e. of west drive, opp. 83rd st.",S,1935,,tablet on marker,see memo,,"bronze, Indiana limestone",,,,,ny. chapter of hadassah,,,07/01/1993,,,,,,," Women, Civic Leader","HENRIETTA SZOLD / BORN DECEMBER 21, 1860 / THIS TREE HAS BEEN PLANTED / ON THE OCCASION / OF HER 75TH BIRTHDAY / AS A LIVING TRIBUTE FOR HER / SERVICE TO HER COUNTRY / HER PEOPLE AND MANKIND/ BY THE / NEW YORK CHAPTER OF HADASSAH  SIZES: TABLET: 8""W X 6""D        MARKER: 6""H X 10""W X 8""D"
Henrietta Szold,,1534,Y,Brooklyn,Prospect Park,B073,0,39,PROSPECT PARK - IN STORAGE; near Payne Monument,S,"May 10, 1936",,"Plaque, plinth, tree marker","6""h x 8""w x ¼""d",,"Bronze, concrete",,,,,Bklyn Chapter of Hadassah,,,07/01/1993,,,,,,," Women, Civic Leader","DEDICATED THIS DAY TO / HENRIETTA SZOLD / FOUNDER AND LEADER / OF HADASSAH / THE / WOMEN'S ZIONIST ORGANIZATION / OF AMERICA / MAY 10, 1936 / BY / BROOKLYN CHAPTER OF HADASSAH /"
Henry Clay,,268,N,Manhattan,,,1,1,CITY HALL; Governor's Room,Y,1849,,bust,,,,,,M. Pruden,,purchase (1852),,,07/01/1993,,,,,,," Sculpture, Politcal Figure",
Henry E. Coursey Memorial Playground,"coursey, henry e.",340,Y,Brooklyn,Kosciusko Pool,B351,3,36,Marcy and Dekalb Avenues,N,,,Plaque recessed in wall,"H: 32"" W: 12"" D: ¼""",,"Stainless steel, concrete",,,,,Tompkins Park Committee,,,07/01/1993,,,,,,,,"THE HENRY E. COURSEY MEMORIAL PLAYGROUND HENRY E. COURSEY COMMUNITY WORKER AND MEMBER OF THE TOMPKINS PARK COMMITTEE WAS BORN ON MAY 7, 1922 AND DIED ON AUGUST 24, 1968."
Henry F. Lutz,,949,Y,Queens,Flushing Meadows / Corona Park,Q099,15,24,West wall of amphitheatre,M,1939,,Tablet,"H: 3'6"" W: 3'6""",,"Rockport granite (polished), bronze letters",,,,,Tribute from associates,,,07/01/1993,,,,,,, Public Servant,IN / MEMORY OF / HENRY F. LUTZ / 1881-1938 / DIRECTOR OF STATE PARKS/ FRIEND OF THE / PARKS AND PLAYGROUNDS / A TRIBUTE FROM HIS ASSOCIATES/
Henry George,,581,Y,Manhattan,Central Park,M010,7,8,Southwest end of mall,M,,,Tablet on plinth,"Tablet H: 10"" W: 15""; Plinth H: 14"" W:19""",,"Bronze, granite",,,,,,,,07/01/1993,,,,,,, Philosophy,"IN MEMORY OF HENRY GEORGE 1839-1897 PHILOSOPHER AND ECONOMIST AUTHOR OF ""PROGRESS AND POVERTY"""
Henry Hudson Entrance,,706,Y,Queens,Flushing Meadows / Corona Park,Q099,15,21,56th Avenue and 111th Street,Y,,,2 columns,,,Granite,,,,,,,,07/01/1993,,,Y         ,,,,,"WEST SIDE: NEW YORK WORLDS FAIR, 1939-1940 / 1964-1965  EAST SIDE; HENRY HUDSON ENTRANCE"
Henry Hudson Memorial,,751,Y,the Bronx,Henry Hudson Parkway,X080,8,11,Henry Hudson Parkway and 227th Street,Y,1939 (figure and panels),,"Doric column, panels, statue","Column H:100'  W: 17'7"" Diameter: 19'7""; Statue H:.17'; Panels: H: 7'2"" W: 10'2""",,"Milford pink granite, bronze",,Henry M. Schrady (panels),"Karl Gruppe, Karl Bitter","Walter Cook; Babb, Cook, Welch",Public subscription (column); Henry Hudson Parkway Authority (figure and panels),,,07/01/1993,,,Y         ,,,"$100,000"," Explorer, Sculpture","COLUMN ERECTED BY PRIVATE / SUBSCRIPTION *** MCMIX / STATUE AND PANELS ERECTED / BY HENRY HUDSON PARKWAY AUTHORITY *** MCMXXXVIII/ BABB, COOK AND WELCH, ARCHITECTS / KARL BITTER, KARL GRUPPE, SCULPTORS /  "
Henry Hudson Memorial Park Plaque,,752,Y,the Bronx,Henry Hudson Parkway,X080,8,11,Henry Hudson Parkway and 227th Street,Y,1940,,Tablet on gatepost,"H: 1'3"" W: 1'6""",,Bronze,,,,,City,,,07/01/1993,,,Y         ,,,,,HENRY / HUDSON / MEMORIAL / PARK
Henry Neufeld Playground Plaque,"Neufeld, Henry",1093,Y,Manhattan,Riverside Park,M071,7,6,76th Street,Y,June 1991,1991,Plaque on boulder in planting bed,"Plaque H: 9"" W: 1'; Boulder H: 1'9"" L: 2'4""",,Plaque--bronze; boulder--Manhattan schist (found in Riverside Park); planting bed paved with bluestone,,,,William B. Kuhl,"Riverside Park Fund, Riverside 76  Playground Association",,,07/01/1993,,,Y         ,,,,,"THE HENRY NEUFELD / PLAYGROUND / DEDICATED JUNE 8, 1991 / THIS PLAYGROUND WAS RENOVATED WITH / FUNDS DONATED BY MR. HENRY NEUFELD WHOSE / GIFT WAS INSPIRED BY HIS LOVE OF CHILDREN / AND HIS DESIRE TO ENRICH THEIR LIVES./ RIVERSIDE PARK FUND / RIVERSIDE 76 PLAYGROUND ASSOCIATION / CITY OF NEW YORK PARKS AND RECREATION /"
Henry Rutgers Beekman,,103,N,Manhattan,,,1,1,"COUNTY COURT HOUSE, RM 317; Foley Square, Centre Street between Pearl and Worth",Y,1900,,plaque,,,bronze,,,,william f. beekman (?),gift,,,07/01/1993,,,,,,,,INTEGER VITAE SCELERISQUE PURUS/IN MEMORY/OF/HENRY RUTGERS BEEKMAN/BORN DEC. 8TH 1845/DIED DEC. 17TH 1900/PRESIDENT OF DEPARTMENT OF PARKS/1885-1887/PRESIDENT OF BOARD OF ALDERMAN/1887-1888/COUNSEL TO THE CORPORATION/1888-1889/JUDGE OF THE SUPERIOR COURT/1894-1895/JUSTICE OF THE SUPREME COURT/1895-1900
Henry W. Maxwell Memorial,"Maxwell, Henry W.",990,Y,Brooklyn,Grand Army Plaza,B040,19,33,Plaza Street and St. Johns Place,Y,"June 25, 1996",1996,Plaque with bas-relief roundel on boulder. Replica of original which is now at the Brooklyn Museum,"Plaque H: 4'3¼"" W: 3'1½"" D: 1¼""; Boulder H: 8' W: 6'",,"Bronze, granite",,Modern Art Foundry,"Augustus Saint-Gaudens, Albert Jaegers",,David Schwartz Foundation,,,07/01/1993,,,Y         ,,,, Educator,"1) around  top of roundel: ""MDCCCL   HENRY W. MAXWELL   MCMII""  2. below roundel:  ""THIS MEMORIAL ERECTED BY HIS/ FRIENDS IS THEIR TRIBUTE TO HIS / DEVOTION TO PUBLIC EDUCATION AND / CHARITY IN THE CITY OF BROOKLYN"" /  3) signed: ""A ST G"""
Henry W. Maxwell Memorial,"Maxwell, Henry W.",1911,Y,Brooklyn,,,19,33,Brooklyn Museum of Art,L,1903,1903,Plaque with bas-relief roundel,"Plaque h 4'3¼"" x  w 3'1½""  x d 1¼""",,Bronze;,,,"Augustus Saint-Gaudens, Albert Jaegers",,Friends of Henry W. Maxwell,,,01/05/2001,,,,,,,," 1) around top edge of roundel: ""MDCCCL  HENRY  W  MAXWELL  MCMII""    2) below roundel: THIS MEMORIAL ERECTED BY  HIS /  FRIENDS IS THEIR TRIBUTE TO HIS / DEVOTION TO PUBLIC EDUCATION AND / CHARITY IN THE CITY OF BROOKLYN""     3) signed: ""A ST G"""
hillman cooperative houses,,726,N,Manhattan,,,3,2,HILLMAN COOPS ENTRANCE; grand and jackson sts,Y,,,"plaque, incised letters on brick gate",,,"granite, brick",,,,,,,,07/01/1993,,,,,,,,CARRY ITS GREAT MISSION OF HELPING / OTHER COUNTRIES TO HELP THEMSELVES / SIDNEY HILLMAN  TO PERPETUATE THE IDEALS / FOR WHICH HE LIVED AND DIED  IN LOBBY OF THIS BUILDING IS A MOSAIC MURAL
public school #190,,1256,N,Manhattan,,,0,0,,Y,,,,,,,,,,,,,,07/01/1993,,,,,,,,
Henry Ward Beecher Monument,"Beecher, Henry Ward",102,Y,Brooklyn,Columbus Park,B113C,2,33,Cadman Plaza near Johnson Street,Y,"June 24, 1891","May 10, 1890","Standing figure (heroic scale) with integral plinth on pedestal with two steps, a standing female figure beside pedestal proper right and two child figures beside pedestal proper left","Beecher figure H: 7'6""; Pedestal H: 7' W: 10' D: 8'5""",MAS,Figures--bronze; Pedestal--Barre granite (polished),Bonnard Bronze Co,,John Quincy Adams Ward,Richard Morris Hunt,Public subscription,Y,"$19,250; Broadway Church of Christ (Manhattan), Plymouth Church of the Pilgrims (Brooklyn), two of Beecher's descendents",07/01/1993,,,Y         ,,,," Religious Leader, Civic Leader, Juvenile",HENRY WARD BEECHER / 1813-1887 THE GRATEFUL GIFT / OF MULTITUDES OF /  ALL CLASSES CREEDS / AND CONDITIONS / AT HOME AND ABROAD / TO HONOR THE GREAT / APOSTLE OF THE /  BROTHERHOOD OF MAN.
Heritage,Heritage,708,N,Manhattan,,,1,1,"Surrogate's Court/Hall of Records, 31 Chambers Street, Chambers Street façade, beside center window in attic",Y,1903,ca. 1903,male figure with infant figure (heroic scale),,,Westerly granite,,,Henry Kirke Bush-Brown,Horgan and Slattery,"$75,000 (total for all 47 sculptures originally in and on Surrogate's Court/Hall of Records); purchase",,,07/01/1993,,,,,,,,
Herman Melville,,1012,N,Manhattan,,,1,1,SEAMAN'S CHURCH INSTITUTE; exterior wall,Y,1968,,tablet,,,bronze,,,,,new york community trust,,,07/01/1993,,,,,,,,"""HERITAGE OF NEW YORK"". A HOUSE ON THIS SITE WAS THE BIRTHPLACE/ OF THE NOVELIST AND POET / HERMAN MILVILLE (1819-1891) / ""mOBY DICK,"" AMONG HIS NUMEROUS SEA-TALES. / ATTAINED ENDURING RECOGNITION / IN AMERICAN LITERATURE. / PLAQUE ERECTED 1968 BY / THE NEW YORK COMMUNITY TRUST/  "
Herman S. Prescott Memorial Pool,,1220,Y,Brooklyn,,B351,3,36,Marcy and Dekalb Avenues,N,,,Plaque on exterior wall,"H: 12"" L: 32"" D: ¼""",,Stainless steel,,,,,Tompkins Park Committee,,,07/01/1993,,,,,,,,"THE HERMAN S. PRESCOTT MEMORIAL POOL / HERMAN S. PRESCOTT/ CHAMPION FOR YOUTH AND MEMBER OF THE TOMPKINS PARK COMMITTEE / WAS BORN ON DECEMBER 9, 1926 AND DIED ON MARCH 15, 1971/  "
hermes,,709,O,Brooklyn,Brooklyn Institute of Arts and Sciences,B048,9,35,"BROOKLYN MUSEUM, SCULPTURE RM; eastern parkway",Y,,,statue,,,,,,,,george braekett,,,07/01/1993,,,,,,,,
Hero Park Memorial Grove Tablets,,712,Y,Staten Island,Hero Park,R011,1,49,"Victory Boulevard, Lewis Street, Howard Avenue",M,1920 or 1921,,96 tablets on natural boulder,,,Bronze,,,,,,,,07/01/1993,,,,,,," World War I, War Memorial",
Hero Park Memorial Plaque,Hero Park Memorial Plaque,711,Y,Staten Island,Hero Park,R011,1,49,Mounted on north side of Sugar Loaf Rock,Y,1920,ca. 1920,Plaque,,,Bronze,,,,,,,,07/01/1993,,,Y         ,,11/16/2006,," World War I, War Memorial",THIS / HERO PARK / AND MEMORIAL / IS LOVINGLY DEDICATED / TO THE MEMORY / OF THE SPLENDID SONS / OF STATEN ISLAND / WHO SO NOBLY / GAVE THEIR LIVES / IN THE WORLD WAR / 1917 -- 1918
Hero Park World War Memorial Plaque,Hero Park World War Memorial Plaque,710,Y,Staten Island,Hero Park,R011,1,49,Mounted on east side of Sugar Loaf Rock,Y,ca. 1920,ca. 1920,Plaque,,,Bronze,,,,,,,,03/16/1999,,,Y         ,,11/16/2006,," World War I, War Memorial",IN MEMORIAM /---/ [142 names]
Highbridge Bell Tower,,716,Y,Manhattan,Highbridge Recreation Center and Park,M037,12,10,"Highbridge Pool, Amsterdam Avenue and 173rd Street",,1872,,Tower with cupola,H: 170',,Stone,,,,,,,,07/01/1993,,,,,,,,
Highbridge Park,,717,Y,Manhattan,Highbridge Park,M037,12,10,,S,,,Weathervanes,,,,,,,,,,,07/01/1993,,,,,,,,"ALTMAN PLAQUE - STOLEN, EARLY 1976 BRUSH, JOHN T. STAIRWAY HIGHBRIDGE - CROTON AQUEDUCT HIGHBRIDGE TOWER HIGHBRIDGE TOWER WATER LANDMARK PLAQUE, STOLEN EARLY 1976 "
Highbridge Tower Water Landmark,,718,Y,Manhattan,Highbridge Park,M037,12,10,Base of Tower; West 173rd Street and Amsterdam Avenue; Stolen 1976,N,"August 14, 1969",,"Plaque in recessed wall - stolen, 1976",,,Bronze,,,,,american water works assn.,,,07/01/1993,,,,,,,,AN / AMERICAN WATER / LANDMARK / HIGH BRIDGE / WATER TOWER/ SIGNIFICANT IN THE HISTORY / OF PUBLIC WATER SUPPLY / DESIGNATED BY / AMERICAN WATER WORKS ASSOCIATION/
Highbridge Water Tower,,719,Y,Manhattan,Highbridge Park,M037,12,10,173rd Street and Amsterdam Avenue,Y,"1872, 1958 carillon, 1990 rest",,"Romanesque revival, lantern converted to belfrey",H: 200'  or H: 170',,"Gray granite, copper, steel",,Roach & Jenkins (engineer),,John B. Jervis,"Carillon, Altman Foundation",,,07/01/1993,,,,,,,,
Highbridge World War I Memorial,,720,Y,the Bronx,,X148A3,4,16,UNIVERSITY AND OGDEN AVES.,S,1923,,"Statue, pedestal with tablets","H: 15'9"" W: 8'8"" D: 8'8""",,Bronze and maine granite,Fisk Iron Works,,,Max Hausle,Highbridge Regular Democratic Club,,,07/01/1993,,,,,,6000.00," War Memorial, World War I, Soldier","FOR GOD AND COUNTRY / IN HONOR OF THE BOYS OF / HIGHBRIDGE / WHO SERVED THEIR COUNTRY / AND IN MEMORY OF THOSE WHO / MADE THE SUPREME SACRIFICE / IN THE WORLD WAR / 1917   1918 / KILLED IN ACTION / (LIST OF 21 NAMES)  / ERECTED BY THE HIGHBRIDGE REGULAR / DEMOCRATIC CLUB /  HON. WILLIAM J. FLYNN, CHAIRMAN /  JOHN A. HARMS, SECRETARY / MAX HAUSLE, ARCHITECT/  "
Highest Natural Point in Manhattan,,721,Y,Manhattan,Bennett Park,M009,12,7,"Fort Washington Avenue, W. 183rd Street",Y,,,Marker on natural boulder,"H: 18 ½"" W: 18 ½""",,Granite,,,,,,,,07/01/1993,,,Y         ,,,,,THE HIGHEST / NATURAL POINT / ON MANHATTAN / 265.05 FEET / ABOVE SEA LEVEL / USC & GS DATUM /
Highland Park Tablet,,723,Y,Queens,Highland Park,B047,5,30,"Interborough Pkwy., Jamaica Avenue",M,1924,,Tablet,,,Bronze,,,,,"County Chapter, American Legion",,,07/01/1993,,,,,,," World War I, War Memorial",
Hillcrest Veterans Square,,725,Y,Queens,,Z20,8,24,"Union Turnpike, 162 Street and 79 Avenue",Y,"May 17, 2005",,"Stele with tablet, applied letters",,Funded by City Councilman James Gennaro,"Granite, bronze",,,,Steven Whitesell (DPR landscape & monument architect),,,CBR Construction Co. (capital project),07/01/1993,,,Y         ,,,," World War I, War Memorial",IN HONOR OF THE / MEN OF THIS COMMUNITY / WHO SERVED IN DEFENSE / OF OUR COUNTRY / AND IN SACRED MEMORY OF / THOSE WHO MADE / THE SUPREME SACRIFICE /
Hippopotamus Fountain,Hippopotamus Fountain,1771,Y,Manhattan,Riverside Park,M071,7,6,91st Street Playground,Y,"April 25, 1993",ca. 1993,"Fourteen figures (reduced scale), two of which are spray fountains","H: 3'4"" W: 2'7"" D: 9'",,Fiberglass reinforced polyester resin (silica gel coating); ears--vinyl ester resin with Kevlar fiber,,"Robert J. Cassilly, Jr.","Robert J. Cassilly, Jr.",Mark Morison,"The Playground Project, Inc.",,,11/05/1997,,,,,,"$65,000",,
History,History,728,N,Manhattan,,,1,1,"Surrogate's Court/Hall of Records, 31 Chambers Street, Reade Street elevation, beside center window in attic",Y,1902,ca. 1902,half-reclining male figure (heroic scale),,,Westerly granite,,,Henry Kirke Bush-Brown,Horgan and Slattery,"$75,000 (total for all 47 sculptures originally in and on Surrogate's Court/Hall of Records); purchase",,,07/01/1993,,,,,,,,
History,,729,O,Manhattan,Bryant Park,M008,5,3,New York Public Library; 42nd St. and 5th Avenue,Y,1914,,pediment group,,,,,,george grey barnard,,"purchase, $12,500",,,07/01/1993,,,,,,,,
History,,730,O,Manhattan,Bryant Park,M008,5,3,New York Public Library; 42nd St. and 5th Avenue; East façade,Y,1915,,statue,,,,,,Paul Wayland Bartlett,,"purchase, $4200",,,07/01/1993,,,,,,,,
"hobart, john sloss",,731,N,Manhattan,,,1,1,"COUNTY COURT HOUSE, ROOM 316; centre and prince sts",Y,gift,,tablet,,,,,,,,,,,07/01/1993,,,,,,,,
holland bust,,734,N,Manhattan,,,2,3,HOLLAND TUNNEL; niche,Y,,,,,,,,,,,,,,07/01/1993,,,,,,,,
Hollis World War Memorial,,736,Y,Queens,,QZ36A,12,23,193rd Street and Hillside Avenue,Y,1920,,Tablet on rough-hewn stele,"Tablet H: 2'2 1/"" W: 3'7""; Shaft H: 7' W: 5'1"" D: 2'9""",,"Bronze, pink granite (rough cut)","John Polachek Bronze & Iron, Long Island City, NY",,,,,,,07/01/1993,,,Y         ,,,," World War I, War Memorial","1914 - ROLL OF HONOR - 1919 /  IN HONOR OF THE MEN OF HOLLIS / WHO SERVED IN THE GREAT WORLD WAR /  UNITED STATES ARMY / B.T. ABRAMS --- H.E. GRIMSHAW --- H.H. PLIMPTON / P.C. ALBEE --- A.T. GRINYER --- R.A.PLIMPTON / J.B. ALLISON --- H.W.GRINYER --- W.M. PRIMONT / H.D. ALLISON --- A.F.GRUNENTHAL --- M.J. REMSEN / E.P. ARMSTRONG --- C.C. GRUNENTHAL --- R. REMSEN /  R.S.H. BALDWIN --- B.B. HALLECK --- H.B. RUPP / F.A. BATES --- H.W. HEINS --- W.H. RUPP / J. BEBELL --- C. HOOPER --- F.W. SCHEIDENHEIM / W.F. BEBELL --- F. HOOPER --- G.P. SCOTT / W. BEHRMAN --- E.E. JACKSON --- C. SJOBERG / M. BOLLING --- W.C. JOHNSON --- C.J. SOLAN / R. BRISTOL / K.O. KLAESSIG --- H. SPOONER / W.H. BRODE --- A.F. KOLM --- W.L. STEIN / G.K. BRUNER --- FLORENCE L. LENOX ---N. STOUTENBURGH / R.V. BUCHER --- MARGARET I. STRACHAN --- P. STOUTENBURGH / W.J. BULGER --- J.J. MCDONNELL --- J.F. SYLVESTER / D.L. CANTOR --- D.B. MCGOLDRICK --- O.C. TRAPPE / W. CHROSTOWSKI --- E.A. MCGUIRE, JR. --- M.D. UTER / J.W. CLERKE --- W. MCLAUGHLIN ..."
Holocaust Memorial,Holocaust Memorial,1769,N,Manhattan,Hammarskjold Plaza,M203C,6,4,,Y,1982,ca. 1982,"Seven relief plaques mounted on a three-tiered wall composed of five sections, inscribed table","each plaque h 2'7""-8"" x w 3'6""-7""; first tier of wall h 4'9""; second tier h 4'8""; third tier h 2'11""",,plaques--bronze; wall--pink granite; table--gray granite,,,Arbit Blatas,,Moses and Phyllis Deitcher,,,10/28/1997,,,,,,, Sculpture,"Beneath bronze reliefs: REMEMBER ZACHOR (in Hebrew) REMEMBER GUDENK (in Yiddish)  Lower left: MEN, WOMEN, CHILDREN, MASSES FOR THE GAS CHAMBERS ADVANCING, TOWARD HORROR BENEATH THE WHIP OF THE EXECUTIONER, AND NOTHING SHALL PURGE YOUR DEATHS FROM OUR MEMORIES, FOR OUR MEMORIES ARE YOUR GRAVE.  ANDRE TRONC EX.F.F.C.  Lower right: THE SCULPTURES ARE THE GIFT OF MOSES AND PHILLIS DEITCHER.  THE WALL IS IN MEMORY OF MARION AND ARCHIE O. JOSLIN."
Holocaust Memorial,Holocaust Memorial,1770,N,Manhattan,,,5,2,"New York Appellate Court, 25th Street and Madison Avenue, on far bay of 1954 annex",Y,"May 22, 1990",ca. 1990,Fluted marble column with incised relief,"Column H: 3'1"" W: 3' D:1'6""; Pedestal H: 1' W: 5' D: 3'",,Carrara bianco marble,,Walker and Zanger Inc.,Harriet Feigenbaum,,William H. Mulligan,,,11/05/1997,,,,,,"$92,100",,YOU WHO READ THESE WORDS WILL READ THEM WELL / INDIFFERENCE TO INJUSTICE IS THE GATE TO HELL
Holocaust Memorial Mall,Holocaust Memorial Mall,1896,Y,Brooklyn,Cherry Mall,BT10,15,48,Sheepshead Bay; West End Ave. betw. Shore Blvd. & Emmons Ave.,Y,"June 22, 1997",ca. 1997,"Tower consisting of brickwork partially concealing fourteen vertical bars supporting crown with beacon at top, three-tiered base, horizontal marker, approximately one hundred rough-hewn varisized vertical markers, two evergreen trees, evergreen shrubs",Horizontal marker L: 21',,Brickwork--stone; bars (and crown?)--steel (rusticated); beacon--bronze; base and markers--granite,,,George P. Vellonakis (designer),George P. Vellonakis,Brooklyn Borough President's Office,,,06/29/1999,,,Y         ,,,697000.00, Holocaust,"1) encircling crown: ""['Remember' in English and Hebrew?]""  2a) top tier of base, counterclockwise: ""POLAND [...]""  2b) middle tier of base, counterclockwise: ""GERMANY [...] HUNGARY""  2c) bottom tier of base, counterclockwise: "" AUSTRIA [...] DENMARK [...]""  3) horizontal marker: ""[...]""  4) vertical markers: ""[...]"""
Hon. James A. Hatch,,685,Y,Manhattan,Washington Square Park,M098,2,1,Northeast corner,M,1949,,Tablet on base,see memo,,"Bronze, granite plinth",,,,,Freda B. Hatch,,,07/01/1993,,,,,,," Public Servant, Politcal Figure",IN MEMORY OF / MY HUSBAND / HON. JAMES A. HATCH / 1879-1944 / EMINENT ATTORNEY / FAITHFUL PUBLIC OFFICIAL / CITIZEN OF / THIS COMMUNITY /  FREDA B. HATCH / 1949  APPROVED BY ART COMMISSION 5/9/49
Honey Bear,Honey Bear,97,Y,Manhattan,Central Park,M010,7,8,Central Park Zoo; in exterior wall niche at northeast corner of zoo near Delcorte Clock,Y,"May 17, 1937",ca. 1937,Fountain figure on ornamented integral plinth,"H: 6'6""",CPC,Bronze,,,Frederick George Richard Roth,,,,,07/01/1993,,,Y         ,,,," Sculpture, Animal: other","Plaque on rock in garden: ""HONEY BEAR"" / ENDOWED IN HONOR OF / SHERRY ARMSTRONG / MY LOVELY WIFE AND BEST FRIEND / LOVE, TOM / OCTOBER 30, 2007 / FREDERICK G. R. ROTH, SCULPTOR / WORKS PROGRESS ADMINISTRATION PROJECT"
Hooker Shelter House,,740,O,the Bronx,Bronx Park,X002,14,12,New York Botanical Gardens; Rose Garden,Y,"May, 1951",,Plaque on wall,"H: 16"" W: 22"" D: ¼""",,Bronze,,,,,Mrs. Elon Huntington Hooker,,,07/01/1993,,,,,,,,THIS SHELTER HOUSE / WAS GIVEN BY / MRS. ELON HUNTINGTON HOOKER / TO AFFORD A QUIET PLACE / FOR CONTEMPLATION OF THE ROSE GARDEN / MAY 1951
Hooper Fountain,Hooper Fountain,741,Y,Manhattan,,MZ226,9,9,"Maher Circle, 155th Street and Edgecombe Avenue",Y,1894,ca. 1894,"Ornamental horse fountain with lantern, plaque",Lantern H: 15',,Fountain--granite; Lantern and plaque--bronze,,,,George Martin Huss,John Hooper,,,07/01/1993,,,Y         ,,10/09/2001,"$5,000",,PRESENTED TO / THE CITY OF NEW YORK / BY / JOHN HOOPER / ERECTED MDCCCXCIV
"Hooper Fountain, Brooklyn",,742,Y,Brooklyn,,,6,33,FLATBUSH AVE. & 6TH AVE.,N,1896,,Basin with lantern,lantern 15'h,,"Granite, bronze",,,,George Martin Huss,"John Hooper, $5000 (see manh.)",,,07/01/1993,,,,,,,,
Horace Greeley,"Greeley, Horace",635,Y,Manhattan,Greeley Square,M032,5,3,32nd Street between Broadway and Sixth Avenue,Y,"May 30, 1894",1892,"Seated figure on integral plinth (over life-size),on pedestal",,34th Street Partnership,"Bronze, Quincy granite (polished)",Henry Bonnard Bronze Co,,Alexander Doyle,,New York Typographical Union No. 6,,,07/01/1993,,,Y         ,,,," Politcal Figure, Business Leader",THIS STATUE OF THE FIRST PRESIDENT / NEW YORK TYPOGRAPHICAL UNION NO. 6 / WAS PRESENTED TO THE CITY OF NEW YORK BY / HORACE GREELY POST NO. 577 G.A.R. / NEW  YORK TYPOGRAPHICAL UNION NO.6 AND/ BROOKLYN TYPOGRAPHICAL UNION NO. 98 / GIVEN TO THE CITY OF NEW YORK IN 1890
Horace Greeley,,636,N,Manhattan,City Hall Park,M013,1,1,"ROTUNDA, 2ND FLOOR; City Hall",N,1890,,bust lifesize,,,plaster,,,unknown (alexander doyle ?),,gift (see memo),,,07/01/1993,,,,,,," Politcal Figure, Business Leader",HORACE GREELEY  ON E. SIDE OF PEDESTAL:  THIS STATUE OF THE FIRST PRESIDENT / NEW YORK TYPOGRAPHICAL UNION NO. 6 / WAS PRESENTED TO THE CITY OF NEW YORK BY HORACE GREELEY POST NO. 577 G.A.R. / NEW YORK TYPOGRAPHICAL UNION NO. 6 AND / BROOKLYN TYPOGRAPHICAL UNION NO. 98
Horace Greeley,"Greeley, Horace",637,Y,Manhattan,City Hall Park,M013,1,1,Northeast corner of the park,Y,1916,1890,"Seated figure (over life-size) on integral plinth, on pedestal","Figure H: 7'2'; Plinth H: 5"" W: 5'8"" D: 6'8""; Pedestal H: 5'7"" W: 5'8"" D: 6'8""",,"Bronze, Quincy granite (polished)",Henry Bonnard Bronze Co,,John Quincy Adams Ward,Richard Morris Hunt,Tribune Association,,,07/01/1993,,,Y         ,,,," Politcal Figure, Business Leader",HORACE GREELEY / FOUNDER OF / THE NEW YORK TRIBUNE /
